date,close,volume,rsi_14,ema_200,macd,macd_signal,atr_14,adx_14,return_1d,return_5d,return_10d,volatility_10,volatility_20,ema20_ema50_ratio,ema50_ema200_ratio,macd_hist,dist_bb_upper,dist_bb_lower,target,vol_ma_20,obv,tr,bollinger_bandwidth,volatility_regime,bollinger_width_pct,atr_pct,gap_type,day_of_week,month
2022-08-16,17825.25,0,82.22244568461379,16790.606463320433,404.9188921983514,351.90142671057896,193.8356584821429,37.558825017163,0.0071815193435313,0.0245868659290127,0.0388734282342313,0.0038533152756332,0.0065515553469869,1.0257782109747977,0.9950737386862344,53.01746548777243,0.012240779536726,0.0969548843967558,1,272600.0,4126400,140.94921875,0.1169876388915088,1,0.1169876388915088,0.0108742182287565,0,1,8
2022-08-17,17944.25,262800,83.68780763486447,16802.0855034864,418.574025244925,365.2359464174482,191.54282924107144,39.39133250237331,0.0066759231988331,0.0239171474038741,0.0348441435594484,0.0032387274803502,0.0062132484296871,1.0273892351014386,0.9972795454442046,53.33807882747681,0.0101599921050392,0.0982926862915473,0,274355.0,4389200,140.69921875,0.1163993964666962,1,0.1163993964666962,0.0106743290603436,0,2,8
2022-08-18,17956.5,263900,83.83551716655919,16813.5722148945,425.4796249224965,377.28468211845785,184.52134486607144,41.098109426411824,0.000682669936052,0.0240522391251658,0.0352283053349502,0.0032008317601205,0.0062811552609023,1.028712523974587,0.9993973712043782,48.19494280403865,0.0131243664298036,0.0935620952814732,0,276420.0,4653100,116.3984375,0.1140447505366411,1,0.1140447505366411,0.0102760195397806,0,3,8
2022-08-19,17758.44921875,295600,72.41808641390946,16822.97397612689,410.2423016650682,383.87620602778,182.77845982142856,41.4370789949047,-0.011029475746944,0.0056316449827282,0.0212960447089674,0.0056105070575516,0.0070133185747628,1.0290971328780445,1.001065046105743,26.36609563728825,0.026048033536242,0.0781088043445038,0,276980.0,4357500,281.44921875,0.1097186804247747,1,0.1097186804247747,0.0102924786714171,0,4,8
2022-08-22,17490.69921875,287600,60.435051193317534,16829.6180083918,372.2701275840045,381.5549903390249,186.19977678571428,40.02891624576066,-0.0150773300473388,-0.0117216300741173,0.0062535507277643,0.0078270072737077,0.0081512810558798,1.0284445686910346,1.0021839994996955,-9.284862755020413,0.0412385583531151,0.0584176104341429,0,279180.0,4069900,291.099609375,0.1031309175291659,1,0.1031309175291659,0.010645645120128,0,0,8
2022-08-23,17577.5,285600,62.59586922678832,16837.059620248598,345.20173297537985,374.2843388662959,191.8356584821429,38.007947526919445,0.0049626821755044,-0.0138988232984109,0.0103463141255928,0.007945867692444,0.0081099427134947,1.0280512184696486,1.0033973606641342,-29.082605890916057,0.0360859001552757,0.0581749410989538,0,283915.0,4355500,280.3515625,0.0977896220589336,1,0.0977896220589336,0.0109137055031797,0,1,8
2022-08-24,17604.94921875,262000,63.27885991312706,16844.700312771,322.25005968684854,363.8774830304064,188.27134486607144,36.131333716566886,0.0015616110795051,-0.018908607562311,0.0045562998872934,0.0076431836123417,0.0079040132482952,1.027690678329229,1.004596756789455,-41.62742334355784,0.0331931375706202,0.05283384363095,0,286445.0,4617500,124.400390625,0.0891371789736764,1,0.0891371789736764,0.0106942282267735,0,2,8
2022-08-25,17522.44921875,230200,59.74764115862851,16851.444082979746,294.01441754128246,349.9048699325817,192.3713727678572,34.8564396872496,-0.0046861822192667,-0.0241723488012697,-0.0007015087896889,0.0078153555261228,0.007629019855652,1.0270033166872468,1.0055917521901132,-55.89045239129922,0.0331909305073045,0.037580366648041,0,287545.0,4387300,239.05078125,0.0727695274271789,1,0.0727695274271789,0.0109785664302002,0,3,8
2022-08-26,17558.900390625,266600,60.788803148882174,16858.483449224976,271.4496698270523,334.2138299114758,180.7321428571429,33.672609517169256,0.0020802555293466,-0.0112368386263317,-0.005668475529475,0.0074602897995012,0.007475768416098,1.026421406446956,1.0065983312948985,-62.76416008442351,0.0259715761968608,0.0292807842562974,0,291615.0,4653900,166.5,0.0567816769179783,1,0.0567816769179783,0.0102929078038189,0,4,8
2022-08-29,17312.900390625,244900,51.16944730445947,16863.005010830948,231.05336127798728,313.5817361847781,199.80719866071428,31.888153577742013,-0.0140099889245538,-0.0101653356393207,-0.0217678114094946,0.0084873079213335,0.0075389371070551,1.0250181836334606,1.0071265056541585,-82.52837490679082,0.0375365154092055,0.0102606683366255,1,285045.0,4409000,392.701171875,0.0483790855444357,1,0.0483790855444357,0.011540943120594,0,0,8
2022-08-30,17759.30078125,324700,62.70314881633509,16871.923376705767,232.3810326209932,297.34159547202114,219.5,30.67097408765172,0.0257842637890255,0.0103428121888777,-0.0036997640285549,0.0120532992858086,0.00896362896987,1.025150617877039,1.0083980982837837,-64.96056285102793,0.0113581593784639,0.0316557873159377,0,279475.0,4733700,464.75,0.0445838513596452,1,0.0445838513596452,0.012359720841698,0,1,8
2022-09-01,17542.80078125,308500,55.81720927854359,16878.59877376591,213.50235880002947,280.57374813762283,231.4680524553572,29.54073598971073,-0.0121907952721076,-0.0035301685183964,-0.0223720255095642,0.0123128691703292,0.0092259086982384,1.0244679768304608,1.0092287897717551,-67.07138933759336,0.0235359621458603,0.0182458536010667,0,275825.0,4425200,290.8515625,0.0427541514162759,1,0.0427541514162759,0.0131944753486999,0,3,9
2022-09-02,17539.44921875,256300,55.71520422542648,16885.17440008416,196.01093861209665,263.6611862325176,230.24302455357144,28.49122918447981,-0.0001910505934481,0.0009701840072566,-0.0232256164202377,0.0122932865927755,0.0092274820148089,1.023771158052112,1.0100088114776908,-67.65024762042094,0.0233485196367299,0.0165691479569517,1,271960.0,4168900,167.400390625,0.0408163083543665,1,0.0408163083543665,0.0131271524939014,0,4,9
